x y z
7.861547333578053 3.3338616810418555 4.740751880518394
2.968245896717879 1.7617070561464103 8.92401535198701
2.651527338560243 3.5461813768379775 9.772687251773053
4.389888107796947 8.46676865373747 3.465710061090293
1.0827812654586768 5.277824944662928 9.412441849524232
7.566460172868062 7.158711528772996 2.14617248738768
7.709243923690778 4.3039610535791635 2.341054844300802
6.309526246992806 6.650789250985533 5.194708053815237
5.573022340225209 8.273810080460908 3.53719939542754
2.1274739345330556 8.83749025995526 5.701014777267719
3.2398759201954483 2.032413650946427 9.172688629755903
1.6839160222595742 4.619523433429455 8.793743295140683
3.8387655835290024 3.195961395130784 9.531366800062662
5.774604730554218 5.756917782510444 4.380133676912764
3.3122790006305687 9.076962686958785 3.4552852788879194
6.63900453947862 5.042788374419711 3.858600432927918
2.259377762628145 4.437665453088427 8.882851957267095
7.138387960549347 4.462706416185118 5.504050575699377
0.9620912389256084 5.049433490346773 7.554424999196071
2.0790121648885473 8.684520230104656 6.263058242147488
3.2198828003137505 8.692385687271466 2.0083789373642373
2.0012420251512526 3.9777079564709092 10.030786988485001
2.516299513799384 7.291796046233091 5.949012140007372
3.7862325794021707 7.707622409094198 5.3251615966135795
2.926958208631902 5.197479373561961 7.288181287585516
6.932278087560893 6.632861494014224 2.063678880140767
2.5205511428198255 4.803452570133709 8.113287752954859
2.69862666584108 7.57970802800547 5.562453139520245
8.360920166331129 3.2068925409224507 2.300260829904174
2.327925778951807 3.184840687803055 8.503379469397508
5.495443649495294 5.261221809429041 6.486375222559331
1.9012407375318319 9.273774045041558 1.9110206142504629
4.1405494525186874 1.7924605826475457 9.599090710692048
2.8535364328519526 6.119260338626216 7.507756855870432
3.7043496026645815 7.840074716698658 2.658415266188263
1.6746273622495467 9.45753415613799 4.584742255245933
1.291555692841827 3.9148382521831016 9.915103627371225
2.7190092935149583 3.6158706017169258 8.124132109068148
6.335641294010723 6.234423030882668 3.94858887798217
2.0654478250047825 5.086668804442872 7.374909454688967
4.770637335797206 4.476886872187553 6.273597519332303
1.8891760053512827 9.34415175093278 5.132761575301693
5.5343182532644795 7.655596915843526 4.893800188252947
4.179055336796387 4.568017230055831 8.300795127009147
2.245637366673554 3.595194062418021 9.043343527910471
5.526389180346343 7.131121970216638 5.765551112416566
3.718366721426979 2.0068930104191964 9.004412719818887
4.562498020392471 3.1942319031450137 8.3127504696702
5.726077251971801 5.593189580961187 5.5194343813894475
5.761133577959846 6.959342100973401 2.0076911084100115
6.0993467573706 6.845955383567424 5.640866545821925
2.559484281895924 6.85152938010015 7.77735239890704
1.5301140922296717 4.538149278081725 9.394303305553336
3.675261946491223 6.923278424331858 5.286689239008287
1.8178184645811402 3.655954677302481 9.490572930394373
2.834034131937392 5.511165501861972 7.530756306285952
3.0929901962042448 4.390139978214405 7.387223538436961
2.751489146431877 4.599874213495234 7.404594340843854
1.179248292305052 3.763986354129089 8.454736776835524
3.9210595646659865 3.436770218218721 8.741837613393702
1.377495499693447 3.4052787278853334 10.001197298065312
1.6629648278282618 9.03283612369166 2.1486832417052115
5.166750679594416 5.656611062059283 7.856078945663793
4.972636881610167 2.9115327343188233 7.517116590796877
1.783819767564362 3.2832479787416067 9.480728874600477
5.890326243949595 6.565918480688699 1.8627599432372326
3.775064818591977 2.8359015179948 9.099949589569459
5.971743982362589 2.6318381413021585 6.943366327852583
5.354658475694414 8.887236544858924 2.4857692633770276
5.019322017240456 3.9035623501648 6.394077844811763
1.6918329359719089 4.655896500613887 8.486877385040998
6.36134706232149 3.507054743354031 6.168900490229811
5.403972933522331 4.8748267223079385 7.027118817154413
6.79695589271589 4.316231689632562 5.7860919291526525
8.946583861893318 3.911149591398757 4.137921232379943
5.022926545450891 4.015383559012127 7.20203165664001
4.918429795562965 4.824117297525778 7.216965247452209
6.928798920236733 4.0352583002927975 4.9556256165880725
7.806869030863019 3.6308460503655584 5.81093464467677
1.7631138026021942 4.184171393396106 9.8251593746194
8.073732086373802 3.429559218955821 2.3464626801642297
2.724077678250407 5.417614146332934 7.54647735425578
5.63940934264877 7.111160902989901 6.156210399943015
3.3675539376984993 7.662828310165693 6.34493230387712
6.448379984582145 7.968480219228762 2.2869107804148214
2.4941501517500395 5.268602868304933 8.583862911850197
3.4685651407969074 3.417112747549324 9.250759646508365
6.360757255926342 5.336377123251232 5.138746007939153
2.6487995292513324 4.68782121217733 8.385484734214192
5.7072995163633315 5.226578199293119 5.880954218865771
6.493880321579834 5.664538186653087 3.8845071776764803
7.383626208931906 3.9881295418481666 5.529444620526321
8.655006326188325 3.583073295224167 4.453797068534725
7.728290422979826 4.441085961527103 3.767150650521965
3.709193789068196 3.9499309113037313 8.335732100956347
5.263593605387644 2.0746834282956073 9.031364105047151
2.458535005850269 3.40643233003338 9.110345992337955
7.5023293069785515 4.112021501117308 2.8494884694403435
8.366276277316162 3.9930037132958005 5.077353295047179
7.840095590974607 3.7160089869352273 6.245270422885631
4.466133114126835 9.187593801191754 2.3620104936412156
3.7763570986963964 9.192556339344367 3.6294187121980195
4.403985308755152 5.0954107065558585 8.581137612947684
2.61172961598499 2.9959046986107114 10.225006372513743
3.3472111510747102 7.533358439373053 5.583174141374011
4.223906725596045 7.875668918874877 6.333583842246654
8.720915398933416 4.340612895123145 1.9246108913610276
8.450435458668817 3.5253798178321483 3.7092761290725913
2.6247099188076857 4.358788666949999 8.431063730413731
4.354335255215598 2.706078910803873 7.984060256764717
6.7322830974214884 8.260879294064354 2.2584035477375006
3.3425122843102866 8.907543756425076 2.1633642797541173
5.905855026681786 2.6734386179680523 7.7548608344200245
5.150559401932153 7.755413054860174 2.0455204162842757
1.0708527711454878 4.085605537232889 9.506501270561168
2.473726245623247 5.1228079864808 8.32991504082806
3.6416266928138583 1.699698750100868 8.366467227582461
8.574942748154317 3.1419997813874128 2.771255157573942
3.200074070719671 9.752908448614482 1.8558796544148215
6.483924601954322 7.110000131744662 5.1344158535835875
4.09972049729563 4.726775954206489 7.942573908207703
2.509363430831603 7.373752438110119 6.906376229484776
2.3040820434959817 5.499900877823231 8.812724266331351
3.7471914884170725 7.320741185638294 4.369230421171512
6.952979185312768 3.586610914159658 7.3040246095954915
6.494804638623551 5.049445875437692 5.473796138708049
1.3839429247017643 6.868701456581759 8.02872065702018
2.8175199805328424 6.046481167254521 6.193716297718063
3.3546238521280776 1.6182821762293187 9.298668950612276
5.184640218977181 1.992694750707743 8.120940094991001
7.595666519593575 4.2249478148252955 5.821444857394044
4.949000175875808 6.677694717640268 5.327493416627537
3.157559466945643 1.7542786313847185 8.487824527045904
7.920422950636505 4.96615635770854 2.6251293477971283
9.050090154420817 4.526127817453081 3.726685720719764
3.3778947501158014 1.538692267707917 9.192818863711521
1.9637255629197463 2.7041426442603176 8.934280134786107
6.3199904740309005 6.807992847102922 3.0991191038951262
6.6642904567369685 4.5128886396053165 5.128775171692057
5.573098194939226 7.658992259534899 2.1351672481546857
5.720131132588408 3.0614013622336276 6.581278239500983
5.512404058202571 8.779163536274885 2.0363651530426985
9.597313661739301 4.388788172023087 3.002283516793406
3.059771763778439 1.552295781798396 8.700950099421775
2.690287004312888 9.263184627782005 4.888658491861135
9.688272555298257 3.8026605559648545 2.401560742597005
4.005585286090529 7.883481249658459 2.099821872487534
3.2594664234147612 1.8774656417413174 8.458396971119495
4.7534261671279046 3.0737242459407175 7.789265614515318
1.4420395100670724 4.558417949118582 7.943390525107161
3.9394931463078025 1.8424922929719956 8.605504457646663
6.556622066515676 4.214805640207442 6.570964051796899
6.79402348273009 7.1822885530331275 2.6938667025472554
3.132378361860792 6.244619899667312 7.488744163856809
3.9891258958169753 7.814267662066918 5.511031493717342
7.244483157835762 4.117755440108714 6.9093324135222725
4.857220020972766 3.545316704272076 6.978519711503606
3.1526788227094444 8.42453173901091 4.905730714851082
5.143660645003915 3.98961224132319 8.37449290490655
3.296678823342215 3.017124328428187 9.275211721849248
1.6253482531968133 8.055543480878125 3.7083848203594725
6.476461429877976 5.230329012231118 4.273452134804045
8.870289691543357 4.095352300228746 5.018356743962533
5.570665077459624 2.441264989354367 7.4838579225658455
1.4637277456492244 5.429228363727374 9.140047189481397
1.921064658630029 8.051873104857018 5.709991088790025
2.0674860273443305 4.022224346944002 9.16737423832592
4.446309621796012 8.120288227339184 2.8343352825875683
3.020705702885107 1.687711690739169 9.483256677455685
1.18011479444718 5.464472207315339 8.56603542458288
4.5246958884696395 3.6897833364208505 6.966394954945159
4.276038022324036 6.803831400455563 4.304320364340142
8.311216607200663 3.1152828650578144 2.453103202217857
1.348362522465955 7.457950921212131 5.244037610262948
4.545466829653412 8.16310803670604 1.8075773466084377
7.7532363392241 3.0935615509907746 5.978481559023319
5.3193542254515425 9.061765375763152 2.6569774827802015
5.267896838667669 6.92656467269043 2.659323755326978
4.730747440905425 9.387356113818909 3.194813561371398
3.0258698255965975 6.122533352517344 6.819642464561598
5.214945084489323 2.507411411840722 7.37828258642858
4.982914708385575 2.973295618882222 8.851927809061353
6.490459439847018 5.563427099399077 6.548317540830077
2.47269670895643 6.8121183083820505 6.0174026512055585
5.555641985064955 7.1381386828289175 3.0470213518416265
3.11181493255421 8.091284467181111 3.4953696109781687
7.263446703837432 3.297254041996493 5.404219718480665
4.262112758257867 7.010395519356485 7.1914339065730735
6.172133288707734 6.399162248604618 4.892272373502574
0.838344663131097 4.4390622009774505 8.845090119770544
7.9109753795797495 4.497990331350753 4.103749711175136
3.2359859157711273 9.552226812301868 2.51899281816116
3.5594925075759574 1.8145681052945393 8.489658717061689
1.8492241203973419 4.960493504004171 8.050617023519072
3.2274057913326035 1.8265801915179316 9.715757183353066
3.386912223741129 6.95531433195483 7.744165336253459
2.279558839569761 7.759167593805129 5.082255712381474
5.566351623130793 7.397733990935249 2.9591034925169075
4.856059222280568 7.049415381534046 5.364344909906367
4.89676317914327 3.283985590024899 8.250034877077729
3.775807262308203 7.327140467111096 4.102540198842004
1.97014112770642 9.754623178454029 4.598438996567205
3.9414233471033184 8.559829209293763 4.257209030906725
0.9294634805492346 5.028971546085938 9.389472509544106
1.1064001983100584 3.71090367412814 8.178517699111662
4.266397021089632 7.669133210735257 3.238483123152582
1.8463080773276033 6.341145820388322 8.090351918400248
5.352241711545939 5.088712391294799 5.19970089456538
4.067895796139211 6.310923042795116 5.066972879385278
3.7107611916793397 8.050168216645401 4.342975883207254
1.7656903114532492 3.006534410837884 8.97033675489228
3.772071978104108 2.9008513321105207 8.095053346201682
5.55231643572269 6.486916033765481 4.233857308590528
7.480806509655459 4.847876168434347 2.3276973004484267
2.7953429438044983 8.410302250130218 4.188250234176431
5.0654576199494405 6.824869772799193 5.306701330289141
2.1384723843206754 7.613732018421771 5.055338142257458
1.4546452050587768 8.068719166561994 4.627550792447854
6.566425969295558 3.789546593579921 6.485839098478835
4.086072217222396 5.307335152863181 6.213186614480601
1.6201048516909868 3.9938295204978256 9.745447631200932
0.897076351306305 4.263086316265769 9.877217084650221
3.269267281127215 8.08732644371794 4.370972757024184
8.22654343265759 4.212194653491784 1.6574754318623894
1.5825535749216786 5.009597334394266 7.4601844122086085
3.8167439507618868 8.58212809705127 4.913981475075047
8.506039525855158 4.18932262541086 1.9174595540759878
7.1873665277269705 6.173692716407849 3.9521738936897535
3.1948681981294538 7.176671877787566 4.832457836102913
2.445088806622849 3.638123436121901 8.320974503552339
2.337710764892975 2.5317598150577254 8.762721357782532
8.1109270100762 6.6706052811656615 2.775064018604145
4.35707792657856 7.438020330171278 2.9129043804643735
3.894789265807175 9.28249046453323 3.146810542265392
9.192571264107997 4.870189505616386 1.9610796910110626
3.723034774472926 1.5498529500985834 9.740865090623146
7.455192838614987 4.228761179285951 5.009449808823649
4.665884590127918 6.750218043590032 6.893989453828569
8.327069187904865 4.239340809261064 5.702247873725797
2.1323775749040883 3.0709882377155733 9.741784938125958
5.483672725366253 8.41534066570934 3.4726053372022663
2.0309267766938417 8.707649702972793 3.2096350709039667
3.801104349760225 4.721915022807735 8.078098918870806
2.8721530064797087 7.263250176830858 5.70344822031956
7.965562146715837 3.8843629687625407 5.6142406544709305
0.9833260506118546 3.0109464435827977 8.511493793489745
3.451611974822463 2.3363032778088395 9.428023048448331
2.1834737259257757 5.479102556267035 9.216757072483228
4.761209021022382 5.962440204965621 5.105670496663604
2.3586886609917035 9.371163053461094 4.1292940375918725
5.862308431278814 2.2196647575255946 8.85404808239033
9.674315225884431 4.016027737095866 3.1315235523820197
6.623315793850656 2.765532812710241 8.285820074803636
3.8801076602546396 8.78825250129963 2.474795097681896
5.162998916456711 4.405697330923474 6.800636041773784
7.04565799356869 3.4563374938740004 7.177428730104506
4.627023284722809 6.377991900330798 4.888421054071766
8.495734927640294 3.5355552072004626 5.80810050784332
1.2994737045904459 4.42829852158366 7.9058660499201725
4.470419553016388 5.444959330708573 7.987685721271406
6.831304403196557 6.487191085084914 4.364541860579789
2.234664669782081 4.572430281405221 8.135945734576856
6.1960587740255 6.535141671948785 4.058913678381573
7.673591605962609 6.023394134639028 4.885137786677386
7.23145754131998 2.6618996653671365 5.050056146534408
6.786672793635669 5.176955151193926 5.613225703158119
4.764223147100361 8.92720846139391 3.8408461316316074
1.152295028594632 5.95718311812206 7.400251455134172
4.403890270255705 7.39721082454798 6.0107845017366355
8.022673176971104 5.19348378222185 2.8523299385544143
3.7890169447429343 4.610731691491688 8.572116681887126
4.197891941320432 4.020593582596923 7.535378013695349
5.4818948534901 8.324778227884376 2.757485065539165
8.251468187301969 5.102828889922762 2.638717468704267
1.571025916893263 4.554325991227783 7.7804796384927775
6.708482821953382 7.024674365244941 2.619929379508018
5.243112154519495 8.320368653159207 2.221533333153727
5.90286415902521 4.120026373506407 6.9592185913572875
7.836297239897321 3.8295874326029935 3.743896970463287
6.998866746529215 3.636902767520638 5.644140038491502
4.045752901939454 8.831688962609116 4.493488424891846
5.057234332741522 3.2106445584829624 7.80604816026476
2.3610865387250333 2.818253195181859 9.499542699018628
4.767232642688139 3.8068844615597106 7.599256748698665
2.0379034261422158 6.631671565777583 7.660000260396601
6.958057759310076 6.663848612045564 2.2170073927836467
3.902363250968556 5.438411995849859 6.2781633690252105
2.341255412536474 8.289347223075703 4.486216096691247
4.917638974583941 6.027521300978525 4.929927106711068
7.619565333999042 3.429089883822342 6.6596291729176205
3.057542479991287 4.2232155067101536 8.829207217885942
4.468384227443604 7.786808355338401 5.528697715033209
4.556543005746216 5.2366514444685865 6.615126318519202
3.119079800579392 8.102760921228617 5.851140098507327
1.5473413825317512 6.08437067757121 7.560525064213484
5.838335564417547 8.131506452320195 2.495539354540759
7.009574924601695 4.393269835076482 3.625692730700936
2.484729014787364 4.726120638549094 8.78216905620135
1.6461809572905364 8.971548417935384 2.5659871816953106
8.4925498935256 3.4525731567047644 5.513307354905239
1.4409933805593877 6.646974332931948 7.468830913381348
1.3201743308990033 5.29106901258571 9.312969936550624
1.8055672541360024 5.28660359144137 8.028714922581905
5.761475137715815 5.448920563624303 4.893777383108298
6.1763611018100475 2.352252543865132 8.409002570398677
3.761134722993323 5.307296792311868 7.526806970393916
4.131459803981333 9.138513077501274 3.855755023426455
4.560656717798074 8.399103141263627 3.896711026159292
3.73880671353284 8.58422306909134 4.7762402743359615
7.825140594035169 5.589521350012075 3.547800215239939
2.980401675112474 6.636409024285601 6.9754354815471
2.40861941817096 4.66796743496529 9.442674600777943
7.3353093015851085 4.2214056558834905 3.278610171068307
5.203982093800327 7.171345387708997 4.3608448063404355
2.2543462125776506 8.869715815375084 3.855501228362836
2.111573050032839 7.214914388976965 7.391844520652483
7.131510945048974 5.66569543191071 4.533220981024221
3.1117308317223635 3.4170484120743323 8.8538302600373
4.686117553333931 6.742955792491948 3.8934733051581882
2.316802177718107 4.782184441952091 9.599294930034683
3.8205964602719233 4.106664773354914 9.173460336469484
5.970630512630319 4.0939256598837135 7.904780758879824
1.5867913755391312 5.883787422269407 7.266590909664471
4.204128037813925 7.44489862327292 3.1111752596855013
3.4493106893889385 8.160940799750223 3.9136481820617615
4.407108626245784 9.112099976982417 2.5249470331915047
5.1409626905427634 5.336255163245946 5.620763558317882
8.117147544428125 6.743949245685286 2.263855052922765
3.270835267308103 2.822072756001425 8.769562896670301
8.704028108967027 4.9956041834419045 2.8132711889488693
2.38812501658356 7.760244887197551 6.149520317629053
5.522448170595895 4.6485882948115975 6.091937754138188
5.1538301972351075 3.132503735926992 6.8539019307507925
5.119608356268978 8.288253271606063 2.4243439058057286
2.3224330986677724 4.818367392452335 8.247027104728755
2.2897767283747563 5.758176419808866 7.504353654521443
4.40958132013097 2.0853658519013063 8.17750156002988
3.803416344621051 8.559948286816391 4.403755276488543
6.457814365918167 5.848658787572115 4.430038831465316
2.8837233944632454 8.635204435635645 4.01840216559852
4.687239312975944 5.841887941392366 7.437252442675818
4.789682093004991 3.3489514737542683 9.068220679898202
3.5883371398962383 1.6373684439113576 9.737756729736928
5.672542964223198 6.7619645367051895 3.666864017823126
4.519464812480874 5.423724771507427 7.935161088635544
1.1057318688062852 6.25558974335028 7.476480322081797
1.3484892783111848 5.482783965124964 8.111401577523086
3.062770823997795 1.5470880319270959 8.510878008775347
7.074263762670778 5.0911541449094795 4.1787691163001774
3.3681973396709193 2.317459925496677 9.716543876908434
4.223581481304063 7.5847071323044855 5.413400972816087
4.165503945942952 8.784887561987706 3.7256644833314616
5.937497509200344 6.1153374721667415 3.2686418195683835
2.883402276525519 2.807323864861806 9.305240561872916
3.9116887339998874 7.764870594081704 6.438271410711136
2.637477242279919 4.708550432561043 8.561052349184983
8.060436645789512 6.5152570900253215 2.715214075324163
2.8153784043932917 1.9638409327122839 8.397026401707388
6.919633226685083 7.077279574607738 2.2137516735436464
8.017580464999252 4.048403256252827 4.6635249448383735
4.949871247190222 3.0453504699978535 9.135452292678563
5.335429877775444 8.260498539999661 1.8614856487620157
4.028192697305026 2.414643511143575 9.511671350497323
8.627850879266605 4.486911962770419 4.668087311662588
8.296923039359982 3.122897642320385 4.928017113884044
5.493343038100432 5.051330786992275 5.3142786599493474
6.289977214247375 3.0597627305348376 8.00669400352007
1.7417500182743515 9.369652491414092 2.643550996971375
2.4084088876500647 3.037237982615856 8.648000196305778
2.2947717480970797 2.658881619223132 9.622496351005475
2.7272169575980585 6.197967220760509 6.69688592276653
2.1523003915726724 3.0076301621525126 9.345862332285492
3.5968956756824966 7.029309187631562 6.8583068852738664
5.119572491058254 4.582357675536986 6.274828284982942
6.0774640437225065 5.885636350306905 3.97989239516565
3.845987996585285 7.340564143077264 4.6052794781983915
2.7242983913876606 1.7555122928696236 8.601728613325538
4.078502839383465 5.82953902537306 6.56734088312932
2.509671501088721 2.769473822534151 10.005433589937848
4.415002175805709 5.726781288580797 5.822825391252133
8.432036290952476 5.722810264253048 3.076460952028633
1.4534258207499673 3.894207281675521 10.141837327505927
5.417639712382687 6.7724975120298065 6.2518656763212945
3.8522523013116197 8.67671500958238 2.296078826798712
0.6212610959705168 3.22152515323475 8.393310489634159
4.978856868708428 7.160043842007164 2.442532419592044
7.340444209761882 3.0448694053965784 6.980148179282136
5.031856725693169 6.787365121417751 5.233539090382982
4.399142407865603 8.311696981252194 3.138196516403938
3.791198442231893 5.819530662831151 8.519586509197852
3.213296845728647 5.919751887066942 6.99369012940993
6.759086394231262 6.043896266862331 5.666817172342061
3.369592495280952 7.865090557196492 5.140575608930731
6.31168742554293 3.6058996116792996 5.703975708064629
3.056070404632169 7.777517687845346 4.529559727641019
2.9331805307566423 5.807036628285513 7.897847649977377
7.665210573579669 3.3172259161671387 3.380963533475645
2.6805864018835757 7.765623187889621 3.703699907976509
7.567543369833335 4.462417755430744 2.560654447987584
7.398400169973101 4.63734851817396 6.058676726319603
2.188974012489529 6.396743370638808 6.764721310331396
2.9432687083312334 7.443820739323917 4.840768256013659
7.701188283389402 3.129867771965125 4.7068265414996695
5.1466781193027495 6.253500454359397 6.151555521696217
4.725743067896808 6.403539971655747 7.312392501253204
3.787284045904758 6.937892779769266 4.918874770492293
2.1906142137830718 9.844346494374546 2.8143745411246623
3.824260258406558 7.013756120320807 4.880682185760115
4.398382492080137 8.0072220635242 2.6719205697097044
7.009036387741906 4.431320399211491 5.079496833336964
7.239690603883918 6.9166881202005825 3.6936495607174704
1.2222378236936862 6.9275131614597045 6.849077144662317
3.013409043886242 9.601374643666608 2.445556443847092
5.239611131394292 3.6493762839241106 8.755905806837024
5.625864286430551 7.016414652008284 5.688748605606483
6.102242334972947 3.897829487385575 7.015845552105774
5.159136306957079 3.614602965983292 8.038481660035863
4.418411062213083 7.831656021718189 1.8464094778841769
3.4188074141304305 6.610655873929974 6.291965505587904
3.009933077004241 9.689352985157479 2.270728414993578
2.455845335905483 4.587249627319316 8.564179453174964
5.436347716024305 5.321488251269245 7.781760848652659
2.013641138670024 5.405321791183056 7.58458962664694
1.5774614033335894 5.479223761613527 7.375558781661573
1.430298894598271 3.6799603462925243 9.900528186908506
1.662938134106903 8.132225327747019 6.5671553492014185
3.678252842373116 4.04774152635139 7.23696688955099
1.139427341247954 5.7949191519863295 7.298773164376839
5.842098382040866 3.1185553412205116 7.993597746189699
3.2578447897709943 1.959288525928981 8.40478535771187
7.248514722971909 5.2899398768375 4.154849357771832
2.8148460606159023 5.831331675028486 8.435995519185965
5.9919720714782425 3.9623302552686512 5.474683271344895
5.027311037466932 7.245979765306321 5.405304041250961
8.02248400646831 3.3692310046810756 5.189101178443926
3.913058385750899 6.315466029737113 5.3334897215229455
1.712343195923511 9.456351241101123 3.900375961130865
1.8343279291693637 9.126685552679998 5.218987686822738
5.803605309115745 6.066386115593856 5.397950064108337
1.3468038375964642 6.186655136649759 7.8672412991115825
1.7621021246038886 4.669898594060608 8.369335712464494
6.15477690622549 4.164122469396834 5.874744647253481
2.9186019933587892 4.5764829247623435 7.840941443933498
4.701214972411196 6.419804565829763 7.572834646715932
3.4837979267965213 7.131906532962984 6.956562087550696
5.409475460423336 6.715255313803496 4.11472698372898
5.823770316469038 3.654729911720071 6.937600025982803
2.1892498585304243 8.548577636702857 4.054130830378292
5.738802071745886 6.084501936928795 5.883744655729398
8.126601719710626 6.31688569749472 2.279817118546577
1.2882364423940085 3.737895597854255 8.353039019152252
5.1256101753107535 6.043077517541559 4.657310945165719
8.198061465915968 5.927725060962011 4.1147808090631965
4.065605335694121 7.227928999158316 6.58797537516575
4.698709064552391 4.017534053198162 8.787192195320374
1.7041262715431436 2.9772027547167 8.807492558727555
3.8041947799627764 8.684399604369553 2.2330447407303278
1.8006845813312478 3.655704337232677 8.784248497873511
3.9960381428473117 2.1197499303305496 9.236095898988617
3.9152406206786146 5.246279789754394 7.823171017493914
2.2677810223000407 5.384816928953269 7.286482035956389
4.5774749745099665 8.099074550118496 4.98870138151496
2.1479199249081398 7.710538278017262 5.817838097939604
7.631918288320729 4.350815340918053 2.128056340160964
3.3428031832613017 3.642942566476938 8.726819316103002
3.860259004776751 6.947303545797567 4.667476680136689
7.202323915294629 6.648700955159838 1.7830294999686247
2.5448821459242925 7.935283688413706 3.698561447949226
5.356294504404897 4.124226499880917 6.330292492356411
6.067650186750581 3.8893044924698184 5.577833569921772
4.4887224787042195 7.648504395066799 4.877155095226611
4.585931804548267 7.8630626125790055 5.927860243312046
0.6322916105300188 3.5672521164023476 8.925479632845672
4.431157451822521 5.812559679974857 7.004125144614987
5.555521777636063 2.9931980589396763 7.302527004381181
6.674519377665885 4.428606494793707 5.488142127952399
3.7425992361160683 1.601116810194567 8.131469423438885
6.453021395007475 5.151395286607214 5.959882066035825
6.338984837750398 4.534680801216788 4.754804365724542
3.2714817955748043 7.652119739544331 4.362714677227479
4.34873486790029 6.1365021388008385 6.1798279489745225
4.483848195030722 7.13465385722266 3.9969921097543937
2.6638105842257866 3.007391635858265 10.233143864672243
8.183000064522387 2.990745707576655 4.654864227175351
6.65667616956126 5.4449824025054685 4.304391876106322
3.991882397431505 8.273541775724981 4.3279931372175815
7.813631960565558 5.1075313894809655 2.505565886802981
7.805343205324351 5.695934446193643 1.7622683565540382
3.3264937513672286 1.6485001643487462 9.933525682467616
6.702933181193802 5.216000366982385 2.9982612186823183
5.671020092199612 7.894829404813304 3.9839839327032966
2.6297894243616677 9.258275975618037 3.703878607278232
5.350962702745829 3.8943513917773918 7.293745402548619
5.320593809545767 6.733748524530506 4.516609171288822
6.783496875815455 6.095861071871545 2.391325655232694
1.1765775306689348 6.3718920514363155 8.439877067375564
6.713452029173071 3.846945124183995 6.042232951523433
2.6639922534182174 3.867167583396389 9.51899989502333
7.96577021767974 5.225399325280647 3.8097348954967623
2.749910128083339 8.021044812768226 6.801008567824806
3.3568408573006376 1.914059548454826 10.125454911459379
4.36132180986611 2.3432600485945185 8.024881729927028
3.3744731910821413 2.148325990776829 9.47216189858843
7.748125705586033 4.310454825552889 2.680345235002008
4.738021552430105 9.39284803119107 2.88702419139814
7.5636530235669035 4.74560283944853 5.353925070484722
6.234084404434257 4.461209328728619 5.574639895713396
5.5848081576518345 2.639663921360055 6.603246910141809
8.25677033026501 4.876404402295813 3.9666916547404862
6.523374626202999 3.2346150151464945 7.550756443849721
3.5038550515479914 8.547524297023106 1.7013124950121727
8.324071709719199 5.713172953541079 3.7030887791436458
7.9268037691699895 4.190642827911594 3.530342549745549
